https://leetcode.com/problems/contains-duplicate/,False
https://leetcode.com/problems/valid-anagram/,False
https://leetcode.com/problems/two-sum/,False
https://leetcode.com/problems/group-anagrams/,False
https://leetcode.com/problems/top-k-frequent-elements/,False
https://leetcode.com/problems/encode-and-decode-strings/,True
https://leetcode.com/problems/product-of-array-except-self/,False
https://leetcode.com/problems/longest-consecutive-sequence/,False
https://leetcode.com/problems/valid-palindrome/,False
https://leetcode.com/problems/3sum/,False
https://leetcode.com/problems/container-with-most-water/,False
https://leetcode.com/problems/best-time-to-buy-and-sell-stock/,False
https://leetcode.com/problems/longest-substring-without-repeating-characters/,False
https://leetcode.com/problems/longest-repeating-character-replacement/,False
https://leetcode.com/problems/minimum-window-substring/,False
https://leetcode.com/problems/valid-parentheses/,False
https://leetcode.com/problems/find-minimum-in-rotated-sorted-array/,False
https://leetcode.com/problems/search-in-rotated-sorted-array/,False
https://leetcode.com/problems/reverse-linked-list/,False
https://leetcode.com/problems/merge-two-sorted-lists/,False
https://leetcode.com/problems/linked-list-cycle/,False
https://leetcode.com/problems/reorder-list/,False
https://leetcode.com/problems/remove-nth-node-from-end-of-list/,False
https://leetcode.com/problems/merge-k-sorted-lists/,False
https://leetcode.com/problems/invert-binary-tree/,False
https://leetcode.com/problems/maximum-depth-of-binary-tree/,False
https://leetcode.com/problems/same-tree/,False
https://leetcode.com/problems/subtree-of-another-tree/,False
https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree/,False
https://leetcode.com/problems/binary-tree-level-order-traversal/,False
https://leetcode.com/problems/validate-binary-search-tree/,False
https://leetcode.com/problems/kth-smallest-element-in-a-bst/,False
https://leetcode.com/problems/construct-binary-tree-from-preorder-and-inorder-traversal/,False
https://leetcode.com/problems/binary-tree-maximum-path-sum/,False
https://leetcode.com/problems/serialize-and-deserialize-binary-tree/,False
https://leetcode.com/problems/find-median-from-data-stream/,False
https://leetcode.com/problems/combination-sum/,False
https://leetcode.com/problems/word-search/,False
https://leetcode.com/problems/implement-trie-prefix-tree/,False
https://leetcode.com/problems/design-add-and-search-words-data-structure/,False
https://leetcode.com/problems/word-search-ii/,False
https://leetcode.com/problems/number-of-islands/,False
https://leetcode.com/problems/clone-graph/,True
https://leetcode.com/problems/pacific-atlantic-water-flow/,True
https://leetcode.com/problems/course-schedule/,False
https://leetcode.com/problems/graph-valid-tree/,True
https://leetcode.com/problems/number-of-connected-components-in-an-undirected-graph/,True
https://leetcode.com/problems/alien-dictionary/,True
https://leetcode.com/problems/climbing-stairs/,False
https://leetcode.com/problems/house-robber/,False
https://leetcode.com/problems/house-robber-ii/,False
https://leetcode.com/problems/longest-palindromic-substring/,False
https://leetcode.com/problems/palindromic-substrings/,False
https://leetcode.com/problems/decode-ways/,False
https://leetcode.com/problems/coin-change/,False
https://leetcode.com/problems/maximum-product-subarray/,False
https://leetcode.com/problems/word-break/,False
https://leetcode.com/problems/longest-increasing-subsequence/,False
https://leetcode.com/problems/unique-paths/,False
https://leetcode.com/problems/longest-common-subsequence/,False
https://leetcode.com/problems/maximum-subarray/,False
https://leetcode.com/problems/jump-game/,False
https://leetcode.com/problems/insert-interval/,False
https://leetcode.com/problems/merge-intervals/,False
https://leetcode.com/problems/non-overlapping-intervals/,False
https://leetcode.com/problems/meeting-rooms/,True
https://leetcode.com/problems/meeting-rooms-ii/,True
https://leetcode.com/problems/rotate-image/,False
https://leetcode.com/problems/spiral-matrix/,False
https://leetcode.com/problems/set-matrix-zeroes/,False
https://leetcode.com/problems/number-of-1-bits/,False
https://leetcode.com/problems/counting-bits/,False
https://leetcode.com/problems/reverse-bits/,False
https://leetcode.com/problems/missing-number/,False
https://leetcode.com/problems/sum-of-two-integers/,False
